Id,Name,Surname,City,OfficialEmail,Birthday,SSN
902103,Nilde,Trevisan,San Michele Mondovi,s902103@students.politu.it,1999-04-24,GR10151827
902104,Fulvio,Bergamaschi,Gerenzago,s902104@students.politu.it,1999-04-24,BM66669050
902105,Doroteo,Baresi,San Giorgio In Salici,s902105@students.politu.it,1999-04-25,LI15964220
902106,Adelmio,Dellucci,Merizzo,s902106@students.politu.it,1999-04-25,YR40201657
902107,Ausilia,Trevisani,Pino Lago Maggiore,s902107@students.politu.it,1999-04-26,YN65285516
902108,Cecilia,Capon,Arnasco,s902108@students.politu.it,1999-04-27,EO51112194
902109,Armida,Zetticci,Annone Veneto,s902109@students.politu.it,1999-04-28,RT33772781
902110,Flaviana,Romani,Curtarolo,s902110@students.politu.it,1999-04-29,GP64256013
902111,Cosma,Milanesi,Villa Tucci,s902111@students.politu.it,1999-04-30,KD85454317
902112,Alina,Bruno,Bivigliano,s902112@students.politu.it,1999-05-01,NU11991099
902113,Lavinia,Siciliani,Bertonico,s902113@students.politu.it,1999-05-01,RT54254112
902114,Federica,Rossi,Scifelli,s902114@students.politu.it,1999-05-04,ZH25840451
902115,Cordelia,Piccio,Monte Ortobene,s902115@students.politu.it,1999-05-04,OT26324011
902116,Lea,Marino,Carraia,s902116@students.politu.it,1999-05-06,RX36189527
902117,Ferruccio,Esposito,Lotta,s902117@students.politu.it,1999-05-07,OH21690600
902118,Aurelio,DeRose,Vetto,s902118@students.politu.it,1999-05-08,PQ59806415
902119,Tiziano,Manna,Bellavista,s902119@students.politu.it,1999-05-08,QT69571603
902120,Filiberto,Genovese,Roma,s902120@students.politu.it,1999-05-09,VW68818678
902121,Gerardo,Mazzanti,Ponte Della Pietra,s902121@students.politu.it,1999-05-09,MG58420739
902122,Clorinda,Lombardi,Boncore,s902122@students.politu.it,1999-05-09,ZD30889983
902123,Mafalda,Bruno,Casalmoro,s902123@students.politu.it,1999-05-14,UE53748176
902124,Quadrato,Dellucci,Civita,s902124@students.politu.it,1999-05-14,AN52384682
902125,Pancrazio,Longo,Pisignano,s902125@students.politu.it,1999-05-15,XK37692057
902126,Fosca,Padovano,Roccanova,s902126@students.politu.it,1999-05-15,ED63588829
902127,Melania,Toscano,Lanzada,s902127@students.politu.it,1999-05-16,NL79090089
902128,Riccardo,Sabbatini,Reggio Calabria,s902128@students.politu.it,1999-05-16,CU79580091
902129,Rosalia,Folliero,Pertosa,s902129@students.politu.it,1999-05-18,OQ41373446
902130,Maria Teresa,Trevisano,San Bartolomeo Al Mare,s902130@students.politu.it,1999-05-19,TO84276802
902131,Isidoro,Zetticci,Sant'Antonio Magliano Alfieri,s902131@students.politu.it,1999-05-20,ZW31020773
902132,Ausilia,Milani,Santopadre,s902132@students.politu.it,1999-05-22,MZ51973798
902133,Arturo,Esposito,Canzo,s902133@students.politu.it,1999-05-23,XZ25354522
902134,Annabella,Rossi,Giardini,s902134@students.politu.it,1999-05-29,KL80624153
902135,Alcide,Barese,Gaiato,s902135@students.politu.it,1999-06-02,VU93002685
902136,Edgardo,Manfrin,Spercenigo,s902136@students.politu.it,1999-06-03,KF68579034
902137,Gerolamo,Lucciano,Montegualtieri,s902137@students.politu.it,1999-06-03,WY98922254
902138,Adelfina,Udinese,Lundo,s902138@students.politu.it,1999-06-04,LG80542189
902139,Alessandra,Piazza,Montallese,s902139@students.politu.it,1999-06-06,HH50623803
902140,Bonifacio,Bruno,Carapelle,s902140@students.politu.it,1999-06-07,AO64791760
902141,Ilario,Milano,Maranello,s902141@students.politu.it,1999-06-08,MG94364415
902142,Innocenzo,Gallo,Petroio,s902142@students.politu.it,1999-06-10,CL40941119
902143,Eugenia,Piazza,Bagni Di San Filippo,s902143@students.politu.it,1999-06-11,UO84465814
902144,Gioacchina,Greco,Perrero,s902144@students.politu.it,1999-06-13,QN93126377
902145,Emanuele,Trevisan,Carpaneto Piacentino,s902145@students.politu.it,1999-06-18,UM33433633
902146,Costante,Padovano,Oviglio,s902146@students.politu.it,1999-06-19,JK99594594
902147,Palmiro,Marcelo,Lago Patria,s902147@students.politu.it,1999-06-20,BB98371022
902148,Marilena,Trevisan,Grognardo,s902148@students.politu.it,1999-06-20,GM32336660
902149,Pupetta,Giordano,Mantignana,s902149@students.politu.it,1999-06-20,HP2630661
902150,Cino,Romano,Sarentino,s902150@students.politu.it,1999-06-22,ZN33444079
902151,Fosco,Lucchesi,Attigliano,s902151@students.politu.it,1999-06-23,KI58521942
902152,Fabio,Pagnotto,Grignano Polesine,s902152@students.politu.it,1999-06-23,AK96743930
902153,Alma,Genovese,Miceno,s902153@students.politu.it,1999-06-23,LI61204791
902154,Melissa,Piccio,Pineta Di Sortenna Vallesana,s902154@students.politu.it,1999-06-24,DO9570282
902155,Adriana,Fallaci,Samassi,s902155@students.politu.it,1999-06-25,CF20770312
902156,Alfredina,Manfrin,Oldenico,s902156@students.politu.it,1999-06-26,WY41629622
902157,Liliana,Lettiere,Scontrone,s902157@students.politu.it,1999-06-27,TY44386439
902158,Cataldo,Siciliani,Pineta Di Pescara,s902158@students.politu.it,1999-06-28,FA39901495
902159,Fortunato,Pugliesi,Gergei,s902159@students.politu.it,1999-06-29,PD55735070
902160,Vivaldo,Piazza,Gavirate,s902160@students.politu.it,1999-06-30,CJ62822657
902161,Arabella,Udinesi,Piedipaterno Sul Nera,s902161@students.politu.it,1999-06-30,TZ80766903
902162,Vladimiro,Romano,Galeata,s902162@students.politu.it,1999-07-01,EI86716417
902163,Lanfranco,Cocci,Cenaia,s902163@students.politu.it,1999-07-01,QB39808954
902164,Catena,Cattaneo,Cunardo,s902164@students.politu.it,1999-07-02,CM8034043
902165,Camillo,Trentini,Pacengo,s902165@students.politu.it,1999-07-05,YQ60579084
902166,Anastasio,Loggia,Colloredo Di Prato,s902166@students.politu.it,1999-07-06,FE34634175
902167,Remo,Castiglione,Pisa,s902167@students.politu.it,1999-07-06,HQ23207801
902168,Carola,Zetticci,Corsione,s902168@students.politu.it,1999-07-06,YN94074550
902169,Ivo,Davide,Torre Santa Susanna,s902169@students.politu.it,1999-07-06,RG59053528
902170,Maria Rosa,Fiorentino,Ceggia,s902170@students.politu.it,1999-07-07,QC59935540
902171,Merigo,Loggia,Guia,s902171@students.politu.it,1999-07-09,ET14362707
902172,Nilde,Mancini,Belforte,s902172@students.politu.it,1999-07-09,NU39473928
902173,Fulvia,Mazzanti,Ulten,s902173@students.politu.it,1999-07-09,JH87659800
902174,Gigliola,Trevisano,San Giuliano Trentapiedi,s902174@students.politu.it,1999-07-11,BW67486298
902175,Frediana,Cremonesi,Sant'Orsola In Passiria,s902175@students.politu.it,1999-07-12,BM12011574
902176,Livia,Beneventi,Picinisco,s902176@students.politu.it,1999-07-12,FP34118473
902177,Adolfo,Marino,Urbania,s902177@students.politu.it,1999-07-13,HS28035751
902178,Maddalena,Pisano,Lampedusa,s902178@students.politu.it,1999-07-16,WO65187365
902179,Procopio,Lombardi,Caccuri,s902179@students.politu.it,1999-07-21,NZ21752736
902180,Azelio,Piazza,Samolaco,s902180@students.politu.it,1999-07-21,WY9802396
902181,Aloisa,Bianchi,Rivoltella,s902181@students.politu.it,1999-07-22,MQ39114336
902182,Tecla,Siciliano,Rimasco,s902182@students.politu.it,1999-07-24,CR65319036
902183,Quinzio,Castiglione,Oviglio,s902183@students.politu.it,1999-07-25,IX11297715
902184,Blanda,Barese,Pofi,s902184@students.politu.it,1999-07-26,MW99969919
902185,Stefania,Cremonesi,Sant'Anna,s902185@students.politu.it,1999-07-28,SJ85515389
902186,Gioacchina,Marino,Iesa,s902186@students.politu.it,1999-07-28,SO11709456
902187,Frediano,Ferrari,Tiser,s902187@students.politu.it,1999-07-28,JZ4739490
902188,Delfino,Gallo,San Fili,s902188@students.politu.it,1999-07-31,OV30115732
902189,Vladimiro,Napolitani,San Pietro Val Lemina,s902189@students.politu.it,1999-07-31,IK35371819
902190,Ines,Marchesi,San Vitaliano,s902190@students.politu.it,1999-07-31,XT41323193
902191,Eva,Trevisan,Assoro,s902191@students.politu.it,1999-08-01,XB12200426
902192,Cipriano,Mazzi,Torre Piscitelli,s902192@students.politu.it,1999-08-01,CC21641461
902193,Alfredina,Udinese,San Salvo,s902193@students.politu.it,1999-08-01,YM48173543
902194,Fausta,Calabrese,Bussoleno,s902194@students.politu.it,1999-08-03,JL98495943
902195,Flora,Iadanza,Bergamo,s902195@students.politu.it,1999-08-06,KI75401725
902196,Antonina,Pirozzi,Colla,s902196@students.politu.it,1999-08-07,NJ98785691
902197,Clio,Monaldo,Sambuca Val Di Pesa,s902197@students.politu.it,1999-08-08,UM13154725
902198,Natalino,Folliero,Tribano,s902198@students.politu.it,1999-08-11,PW52718412
902199,Manlio,Siciliano,Bagnaia,s902199@students.politu.it,1999-08-12,WA91099297
902200,Maria Teresa,Beneventi,Marcheno,s902200@students.politu.it,1999-08-13,KP31660379
902201,Fidenzio,DeRose,Atella,s902201@students.politu.it,1999-08-13,RG90209000
902202,Biagio,Endrizzi,Reggio Calabria,s902202@students.politu.it,1999-08-13,TK0607711
902203,Giuliana,Colombo,Venezia,s902203@students.politu.it,1999-08-14,VW29901925
902204,Elena,Lucchese,Corsione,s902204@students.politu.it,1999-08-17,LG3806570
902205,Laura,Napolitani,Frigento,s902205@students.politu.it,1999-08-22,JN78771059
902206,Rosarmosario,Marino,Madonna Di Tirano,s902206@students.politu.it,1999-08-24,KP88420744
902207,Cristina,Lucciano,Capizzo,s902207@students.politu.it,1999-08-24,AL44007029
902208,Wanda ,DeRose,Conca D'Oro,s902208@students.politu.it,1999-08-26,AV45593886
902209,Quintilia,Napolitani,Pievepelago,s902209@students.politu.it,1999-08-29,MT50951634
902210,Cosma,Arcuri,Pietraviva,s902210@students.politu.it,1999-09-02,YR44140384
902211,Luca,Siciliano,Argenta,s902211@students.politu.it,1999-09-03,EZ86505891
902212,Delinda,Sal,San Felice Sul Panaro,s902212@students.politu.it,1999-09-05,LF35755639
902213,Clizia,Costa,Begosso,s902213@students.politu.it,1999-09-09,HF79884150
902214,Rosarmosario,Gallo,Borghetto Lodigiano,s902214@students.politu.it,1999-09-09,AC66576172
902215,Egidio,Napolitani,Laureana Cilento,s902215@students.politu.it,1999-09-10,MB76618404
902216,Consolata,DeRose,Spirano,s902216@students.politu.it,1999-09-11,CU64394271
902217,Viviano,Cremonesi,Vignola Lu Colbu,s902217@students.politu.it,1999-09-14,ZU10164828
902218,Attilio,Palerma,Cicala,s902218@students.politu.it,1999-09-15,QV48161034
902219,Wilma,Gallo,Errano,s902219@students.politu.it,1999-09-18,YZ51639435
902220,Adalgisio,Cattaneo,Fontebuona,s902220@students.politu.it,1999-09-18,UY81287680
902221,Piero,Onio,Sant'Eusebio,s902221@students.politu.it,1999-09-22,KV82977628
902222,Lino,Napolitano,San Leo Di Anghiari,s902222@students.politu.it,1999-09-23,HQ51390215
902223,Angelina,Zito,Torino,s902223@students.politu.it,1999-09-24,PV71752830
902224,Efisio,Castiglione,Saletto,s902224@students.politu.it,1999-09-26,QT9348422
902225,Pancrazio,Manna,Grancia,s902225@students.politu.it,1999-09-29,ZV46152885
902226,Paride,Romani,Ferla,s902226@students.politu.it,1999-09-30,CN14066931
902227,Napoleone,Boni,Pomino,s902227@students.politu.it,1999-09-30,QT31290160
902228,Ermenegildo,Trevisan,Cazzago Brabbia,s902228@students.politu.it,1999-09-30,ME2678490
902229,Boris,Manna,Cigognola,s902229@students.politu.it,1999-10-04,PT20596460
902230,Urania,Castiglione,Montegranaro,s902230@students.politu.it,1999-10-07,LK63209694
902231,Costante,Calabresi,Entreves,s902231@students.politu.it,1999-10-09,IK51720324
902232,Filippa,Boni,Laatsch,s902232@students.politu.it,1999-10-10,KT83470574
902233,Celso,Manfrin,Isolato,s902233@students.politu.it,1999-10-11,NG47826041
902234,Noemi,Lorenzo,Brenna,s902234@students.politu.it,1999-10-13,FV2468373
902235,Nereo,Bergamaschi,Torre Degli Alberi,s902235@students.politu.it,1999-10-14,IO38810111
902236,Artemisia,Panicucci,Erchie,s902236@students.politu.it,1999-10-14,DW56891051
902237,Abbondio,Udinese,Ospitaletto,s902237@students.politu.it,1999-10-15,OX33169491
902238,Palmira ,Trentini,Perego,s902238@students.politu.it,1999-10-19,SL41654606
902239,Tolomeo,Davide,Bufalata,s902239@students.politu.it,1999-10-20,OZ90034629
902240,Dalia,Panicucci,Telese Terme,s902240@students.politu.it,1999-10-21,YR84856171
902241,Lorena,Lombardo,Borgo Vittoria,s902241@students.politu.it,1999-10-22,JB87383005
902242,Monica,Nucci,Napoli,s902242@students.politu.it,1999-10-24,TA14307593
902243,Umberto,Mazzanti,Pagliara,s902243@students.politu.it,1999-10-25,TJ59436125
902244,Calliope ,Marcelo,Casalnoceto,s902244@students.politu.it,1999-10-27,OK46034064
902245,Roberto,Lucciano,Cossato,s902245@students.politu.it,1999-10-29,EZ63900191
902246,Leonida,Piazza,Roncobello,s902246@students.politu.it,1999-10-30,LO88303342
902247,Facino,Trentini,Rudiano,s902247@students.politu.it,1999-10-31,EP39224044
902248,Brancaleone,Castiglione,Mascioni,s902248@students.politu.it,1999-11-01,KN93111743
902249,Bonacata,Barese,Borgo Lupo,s902249@students.politu.it,1999-11-04,BD19920151
902250,Livia,Siciliano,Messina,s902250@students.politu.it,1999-11-05,PO10299148
902251,Chiara,Fallaci,Igne,s902251@students.politu.it,1999-11-08,HS25053641
902252,Fidenzio,Udinesi,Messina,s902252@students.politu.it,1999-11-09,CG67765301
902253,Stella,Mancini,Tiser,s902253@students.politu.it,1999-11-13,OL89511892
902254,Caio,Monaldo,Villapiana,s902254@students.politu.it,1999-11-14,TA31012811
902255,Piera,Pirozzi,Leggiuno,s902255@students.politu.it,1999-11-14,TS70693490
902256,Samuele,DeRose,San Pietro Lametino,s902256@students.politu.it,1999-11-15,UH56659256
902257,Belinda,Rizzo,Palagnana,s902257@students.politu.it,1999-11-17,JR39136330
902258,Catone,Marchesi,Padova,s902258@students.politu.it,1999-11-18,NS98160130
902259,Abbondio,Pugliesi,Petrizzi,s902259@students.politu.it,1999-11-19,GT66407729
902260,Severino,Boni,Musestre,s902260@students.politu.it,1999-11-20,GO0162479
902261,Massimo,Bergamaschi,Verdello,s902261@students.politu.it,1999-11-21,QI7814219
902262,Francesca,Piazza,Santa Maria Di Sala,s902262@students.politu.it,1999-11-21,KQ50671176
902263,Gerardo,Angelo,Moncucco Torinese,s902263@students.politu.it,1999-11-22,VQ54586344
902264,Publio,Sal,Capo Spartivento,s902264@students.politu.it,1999-11-26,NS83350052
902265,Giovanni,Zetticci,Bereguardo,s902265@students.politu.it,1999-11-27,FV34755274
902266,Deborah,Gallo,Cipressa,s902266@students.politu.it,1999-11-28,TL43534560
902267,Rufino,Longo,Montefortino,s902267@students.politu.it,1999-11-28,KY80499520
902268,Settimio,Boni,Cammarata,s902268@students.politu.it,1999-11-28,KZ82280668
902269,Alfonsa,Bruno,Torre Del Pozzo,s902269@students.politu.it,1999-11-29,DE35458253
902270,Furio,Conti,Latina,s902270@students.politu.it,1999-11-29,OF77085810
902271,Lucilla,DeRose,Clusane,s902271@students.politu.it,1999-11-30,AI76174732
902272,Anastasio,Zito,Viepri,s902272@students.politu.it,1999-11-30,MQ21216089
902273,Ovidio,Piazza,Ravalle,s902273@students.politu.it,1999-11-30,YV51641639
902274,Doroteo,Monaldo,Mandia Di Ascea,s902274@students.politu.it,1999-12-02,BS37436562
902275,Alfredina,Monaldo,Frasso Telesino,s902275@students.politu.it,1999-12-04,DS97900383
902276,Giuditta,Calabrese,Terdobbiate,s902276@students.politu.it,1999-12-07,JG64408892
902277,Abramo,Padovesi,Lisiera,s902277@students.politu.it,1999-12-08,RU9153599
902278,Adelmio,Siciliani,Mezzana,s902278@students.politu.it,1999-12-08,TR22849077
902279,Fosca,Pugliesi,Riesi,s902279@students.politu.it,1999-12-09,PG91418727
902280,Agamennone,Sagese,Camino Al Tagliamento,s902280@students.politu.it,1999-12-15,MQ88352184
902281,Ubaldo,Siciliano,Camugnano,s902281@students.politu.it,1999-12-16,FE94546797
902282,Luisella,Pirozzi,Alseno,s902282@students.politu.it,1999-12-16,OI81889017
902283,Ermanno,Calabresi,Casciago,s902283@students.politu.it,1999-12-19,FI9867744
902284,Benito,Milanesi,Stella,s902284@students.politu.it,1999-12-20,PH95732660
902285,Marco,Endrizzi,Albiano D'Ivrea,s902285@students.politu.it,1999-12-20,XL99497743
902286,Sante,Folliero,Chiavenna Rocchetta,s902286@students.politu.it,1999-12-23,YI62432476
902287,Petronilla,Longo,Motteggiana,s902287@students.politu.it,1999-12-24,NQ47808042
902288,Leila,Lucchesi,San Lorenzo Colli,s902288@students.politu.it,1999-12-27,UX83261406
902289,Melania,Conti,Cecalocco,s902289@students.politu.it,1999-12-28,MC61601856
902290,Mafalda,Genovesi,Bettona,s902290@students.politu.it,1999-12-31,YF2569761
902291,Wilma,Pinto,Fascia Di Carlo,s902291@students.politu.it,2000-01-02,RV16493052
902292,Innocenzo,Sabbatini,Piateda,s902292@students.politu.it,2000-01-03,JH40123317
902293,Luciano,Barese,Roma,s902293@students.politu.it,2000-01-07,QC64352323
902294,Prudenzio,Piazza,Montalenghe,s902294@students.politu.it,2000-01-08,YV45058285
902295,Gandolfo,Sagese,Fasano Di Brindisi,s902295@students.politu.it,2000-01-08,BR41006967
902296,Cordelia,Bergamaschi,Campoli Del Monte Taburno,s902296@students.politu.it,2000-01-10,FB43976509
902297,Lara ,Romani,Gagliano Castelferrato,s902297@students.politu.it,2000-01-11,AP6021909
902298,Fabiana ,Angelo,Calerno,s902298@students.politu.it,2000-01-14,GP4808057
902299,Maura,Pirozzi,San Michele,s902299@students.politu.it,2000-01-14,ZG48124232
902300,Urania,Sagese,Schiavonea,s902300@students.politu.it,2000-01-18,QY36045585
902301,Bacco,Toscano,Firenze,s902301@students.politu.it,2000-01-21,LD73864676
902302,Igor,Milanesi,Sassofeltrio,s902302@students.politu.it,2000-01-21,HH80024878
902303,Egidio,Pugliesi,Vittorio Veneto,s902303@students.politu.it,2000-01-22,HD26822576
902304,Mareta,Lombardo,Baucina,s902304@students.politu.it,2000-01-24,XV43871836
902305,Luce,Moretti,Peschiera Maraglio,s902305@students.politu.it,2000-01-26,NH17101295
902306,Ercole,Moretti,Recoleta,s902306@students.politu.it,2000-01-26,DQ97563640
902307,Lilla,Onio,Cervesina,s902307@students.politu.it,2000-01-27,KJ7668103
902308,Gisella,Milanesi,Guardia Perticara,s902308@students.politu.it,2000-01-28,GU71099828
902309,Ninfa,Arcuri,Palazzisi,s902309@students.politu.it,2000-01-28,DS8792138
902310,Lelio,Nucci,Grignano,s902310@students.politu.it,2000-01-28,DS11214311
902311,Delfino,Fanucci,Terricciola,s902311@students.politu.it,2000-01-28,XL88517995
902312,Quinto,Udinese,Chiaromonte,s902312@students.politu.it,2000-01-29,QN1775410
902313,Rocco,Napolitano,Villnoss,s902313@students.politu.it,2000-01-29,IX28247478
902314,Eros,Buccho,Dolce,s902314@students.politu.it,2000-01-31,DC98693766
902315,Curzio,Sabbatini,Castano Primo,s902315@students.politu.it,2000-01-31,DQ11772456
902316,Libera,Piazza,Quiesa,s902316@students.politu.it,2000-01-31,TU25605335
902317,Natalia,Pagnotto,Vico Equense,s902317@students.politu.it,2000-02-01,CS49384888
902318,Ortensia,Folliero,Pieve Di Teco,s902318@students.politu.it,2000-02-03,BC46276078
902319,Tiziano,Toscani,Cassaro,s902319@students.politu.it,2000-02-03,CL48489613
902320,Ottavio,Lo Duca,Spinoso,s902320@students.politu.it,2000-02-05,PY50399944
902321,Nino,Trentino,Bruzolo,s902321@students.politu.it,2000-02-07,PL94547143
902322,Edmondo,De Luca,Piandelagotti,s902322@students.politu.it,2000-02-07,JN2282665
902323,Aurora,Marchesi,Valtorta,s902323@students.politu.it,2000-02-08,RN1532281
902324,Fernanda,Pisani,Prestine,s902324@students.politu.it,2000-02-10,ZB69440788
902325,Eliana,Esposito,Cesiomaggiore,s902325@students.politu.it,2000-02-11,ZT79820185
902326,Ortensia,Buccho,Roma,s902326@students.politu.it,2000-02-12,RM16439276
902327,Romola,Fiorentini,Passo Stelvio,s902327@students.politu.it,2000-02-13,FY45023172
902328,Lorenzo,Iadanza,Santi Angeli Del Montello,s902328@students.politu.it,2000-02-14,GF96539637
902329,Gioia,Piazza,Villa Paterno,s902329@students.politu.it,2000-02-15,UM57677016
902330,Nilde,Boni,Casavatore,s902330@students.politu.it,2000-02-15,CC18506848
902331,Nunzia,Lucciano,Omignano,s902331@students.politu.it,2000-02-16,ER53435324
902332,Renato,Angelo,Frasso Sabino,s902332@students.politu.it,2000-02-16,HG20555470
902333,Roberto,Pinto,San Giorgio Morgeto,s902333@students.politu.it,2000-02-16,FJ56364271
902334,Alina,Sal,Ponte Sulla Moletta,s902334@students.politu.it,2000-02-17,OU2907741
902335,Orestilla,De Luca,Mozzo,s902335@students.politu.it,2000-02-19,XF0877515
902336,Amelia,Barese,Massino Visconti,s902336@students.politu.it,2000-02-20,HM0217428
902337,Marzia,Siciliano,Grilli,s902337@students.politu.it,2000-02-21,QA32347591
902338,Jolanda ,Siciliano,Bussolengo,s902338@students.politu.it,2000-02-22,VJ86994409
902339,Eros,Trentino,Castelletto Merli,s902339@students.politu.it,2000-02-24,QX12126254
902340,Elena,Nucci,Lubriano,s902340@students.politu.it,2000-02-26,KO28266601
902341,Baldo,Udinese,Vigonovo,s902341@students.politu.it,2000-02-27,EU64393888
902342,Donnino,Piazza,Bevera,s902342@students.politu.it,2000-02-28,PF4964854
902343,Ortensia,Romani,Mondaino,s902343@students.politu.it,2000-03-01,YS92600176
902344,Tolomeo,Zito,Brione,s902344@students.politu.it,2000-03-01,OQ9802801
902345,Gisella,Zetticci,Oviglio,s902345@students.politu.it,2000-03-02,GM14600943
902346,Scolastica,Colombo,Laudes,s902346@students.politu.it,2000-03-02,CW0594726
902347,Corinna,Bruno,Quadri,s902347@students.politu.it,2000-03-05,PZ78046804
902348,Gianetto,Loggia,Scopello,s902348@students.politu.it,2000-03-06,KB12311098
902349,Vinicio,Arcuri,Reggio Calabria,s902349@students.politu.it,2000-03-07,HU55953711
902350,Alfio,Mazzanti,Ponticelli Citta' Della Pieve,s902350@students.politu.it,2000-03-08,ZP84729399
902351,Domenica,Lo Duca,Tortona,s902351@students.politu.it,2000-03-09,LT56557186
902352,Ferdinando,Panicucci,Cardile,s902352@students.politu.it,2000-03-14,QB20054804
902353,Ireneo,Toscani,Pernate,s902353@students.politu.it,2000-03-15,NK27004404
902354,Bacco,Siciliani,Mammola,s902354@students.politu.it,2000-03-16,OY36295013
902355,Beato,Barese,San Pietro Di Berbenno,s902355@students.politu.it,2000-03-16,BO25439122
902356,Manlio,Sal,Castelleone Di Suasa,s902356@students.politu.it,2000-03-18,KF76881313
902357,Cherubino,Schiavone,Albonese,s902357@students.politu.it,2000-03-22,XH94415387
902358,Milena,Lombardi,San Vito Di Fagagna,s902358@students.politu.it,2000-03-24,MQ69859199
902359,Sante,Toscani,Placanica,s902359@students.politu.it,2000-03-26,BV54227185
902360,Tullia,Marchesi,Migliarino,s902360@students.politu.it,2000-03-27,BW88159563
902361,Attilio,Bianchi,Stilfs,s902361@students.politu.it,2000-03-27,DG4539238
902362,Nadia ,Davide,Guardia Vomano,s902362@students.politu.it,2000-03-27,UT60685799
902363,Arrigo,Costa,Arpaise,s902363@students.politu.it,2000-03-28,PF37851440
902364,Callimaco,Manfrin,Ville Di Lucoli,s902364@students.politu.it,2000-03-28,IJ1789154
902365,Generosa,Russo,Metaponto Lido,s902365@students.politu.it,2000-03-29,LX72554639
902366,Graziella,Milani,Bologna,s902366@students.politu.it,2000-03-29,NG64642044
902367,Martina,Lombardi,Vallonara,s902367@students.politu.it,2000-04-02,RH8045322
902368,Alberico,Calabrese,Tavernelle,s902368@students.politu.it,2000-04-02,ZA39914282
902369,Cassio,Baresi,Porto Salvo,s902369@students.politu.it,2000-04-03,LZ21145005
902370,Terzo,Greece,Vado,s902370@students.politu.it,2000-04-05,UY48365735
902371,Giusy,Buccho,Genzano Di Roma,s902371@students.politu.it,2000-04-06,WU32511640
902372,Indro,Giordano,Grignano Polesine,s902372@students.politu.it,2000-04-08,NX32596466
902373,Silvana,Gallo,Marzolara,s902373@students.politu.it,2000-04-11,QD22987577
902374,Ilda,Trevisani,Giffoni Valle Piana,s902374@students.politu.it,2000-04-12,PT91532283
902375,Natalina,Zito,Graffignano,s902375@students.politu.it,2000-04-13,JH37487001
902376,Marcello,Lorenzo,Puianello,s902376@students.politu.it,2000-04-15,NL8822739
902377,Terenzio,Trentino,Cerete,s902377@students.politu.it,2000-04-20,GC76290459
902378,Marzia,Pagnotto,Morre,s902378@students.politu.it,2000-04-21,LF59114781
902379,Tecla,Castiglione,Cavriana,s902379@students.politu.it,2000-04-28,WM10879519
902380,Melania,Nucci,Trapani,s902380@students.politu.it,2000-04-30,CQ23846018
902381,Raul,Lettiere,Caionvico,s902381@students.politu.it,2000-05-02,JD14234826
902382,Tranquillo,Esposito,Gaiana,s902382@students.politu.it,2000-05-02,ZX18453354
902383,Adelaide,Capon,Vicarello,s902383@students.politu.it,2000-05-03,JF18141157
902384,Germano,Arcuri,Roccasecca Stazione,s902384@students.politu.it,2000-05-03,KY17281466
902385,Colombano,Lombardo,Antignano D'Asti,s902385@students.politu.it,2000-05-04,YJ43732275
902386,Brunilde,Sabbatini,Pico,s902386@students.politu.it,2000-05-07,MG31878833
902387,Gaudenzia,Endrizzi,Rivarolo Ligure,s902387@students.politu.it,2000-05-08,HP42015357
902388,Virgilia,Lucchese,San Martino In Campo,s902388@students.politu.it,2000-05-08,MK47454688
902389,Carmelo,Onio,Castro Marina,s902389@students.politu.it,2000-05-09,YX26505378
902390,Ivo,Fiorentini,Monastero,s902390@students.politu.it,2000-05-11,WV90161434
902391,Achille,Calabrese,Lago Boracifera,s902391@students.politu.it,2000-05-13,CG85224972
902392,Bartolomeo,Toscano,Tiggiano,s902392@students.politu.it,2000-05-13,SZ19691522
902393,Marta,Fiorentini,Nibbiaia,s902393@students.politu.it,2000-05-14,VW8636270
902394,Alma,Lori,Rezzago,s902394@students.politu.it,2000-05-15,FG90704383
902395,Andrea,Panicucci,Figline Di Prato,s902395@students.politu.it,2000-05-16,LI33594297
902396,Giorgio,Trentini,Bigliolo,s902396@students.politu.it,2000-05-16,JK55447384
902397,Alfonso,Trentini,Mioglia,s902397@students.politu.it,2000-05-21,TP42007256
902398,Tranquilla,Angelo,Fossalon,s902398@students.politu.it,2000-05-22,WA66462131
902399,Berardo,Rossi,San Felice,s902399@students.politu.it,2000-05-22,KV43401836
902400,Ida ,Lorenzo,Deposito Di Luzzi,s902400@students.politu.it,2000-05-25,OG59580885
902401,Ausonio,Pagnotto,Brecciarola,s902401@students.politu.it,2000-05-25,LL49933161
902402,Alvise,Trevisani,Settimo Milanese,s902402@students.politu.it,2000-05-26,BY41726480
902403,Gofreddo,Sagese,Vallo Di Nera,s902403@students.politu.it,2000-05-26,UH43938014
902404,Michelina,Lettiere,Belmonte Del Sannio,s902404@students.politu.it,2000-05-27,MU3502622
902405,Albina,Milano,Villa Rovere,s902405@students.politu.it,2000-05-30,RJ27389123
902406,Tiziana,Boni,Summaga,s902406@students.politu.it,2000-06-03,VT65802158
902407,Rufina,Zetticci,Agnano,s902407@students.politu.it,2000-06-04,EU8961646
902408,Simonetta,Esposito,Cosio Di Arroscia,s902408@students.politu.it,2000-06-05,GF59642440
902409,Debora,Ferrari,Mignano Monte Lungo,s902409@students.politu.it,2000-06-06,RG80794221
902410,Ave,Siciliano,Pian Di Sco,s902410@students.politu.it,2000-06-08,MD38407447
902411,Giorgia,Fiorentini,Calvo,s902411@students.politu.it,2000-06-09,EK37909202
